ID,Status
174448,0
174449,0
174450,0
174451,0
174452,0
174453,0
174454,0
174455,0
174456,1
174457,0
174458,0
174459,0
174460,0
174461,0
174462,0
174463,0
174464,0
174465,0
174466,0
174467,0
174468,1
174469,0
174470,0
174471,0
174472,0
174473,0
174474,0
174475,0
174476,1
174477,0
174478,0
174479,0
174480,0
174481,0
174482,0
174483,0
174484,0
174485,0
174486,0
174487,0
174488,1
174489,0
174490,0
174491,1
174492,0
174493,0
174494,0
174495,0
174496,0
174497,0
174498,1
174499,0
174500,0
174501,0
174502,0
174503,0
174504,0
174505,0
174506,0
174507,0
174508,1
174509,0
174510,0
174511,0
174512,0
174513,0
174514,1
174515,0
174516,0
174517,0
174518,1
174519,0
174520,0
174521,0
174522,0
174523,0
174524,0
174525,0
174526,0
174527,0
174528,0
174529,0
174530,0
174531,0
174532,0
174533,0
174534,0
174535,0
174536,0
174537,0
174538,0
174539,0
174540,0
174541,0
174542,0
174543,0
174544,0
174545,0
174546,0
174547,0
174548,0
174549,0
174550,0
174551,0
174552,0
174553,0
174554,1
174555,0
174556,1
174557,0
174558,0
174559,0
174560,0
174561,0
174562,0
174563,0
174564,0
174565,0
174566,0
174567,0
174568,0
174569,0
174570,0
174571,0
174572,0
174573,0
174574,0
174575,1
174576,0
174577,0
174578,0
174579,0
174580,0
174581,0
174582,0
174583,1
174584,0
174585,0
174586,0
174587,0
174588,0
174589,0
174590,0
174591,0
174592,0
174593,0
174594,0
174595,0
174596,1
174597,0
174598,0
174599,0
174600,0
174601,0
174602,1
174603,0
174604,0
174605,0
174606,0
174607,0
174608,0
174609,1
174610,0
174611,0
174612,1
174613,0
174614,0
174615,0
174616,0
174617,0
174618,0
174619,1
174620,0
174621,0
174622,1
174623,0
174624,0
174625,0
174626,0
174627,0
174628,0
174629,0
174630,0
174631,0
174632,0
174633,0
174634,0
174635,0
174636,0
174637,0
174638,0
174639,0
174640,0
174641,1
174642,0
174643,0
174644,0
174645,0
174646,0
174647,0
174648,0
174649,0
174650,0
174651,0
174652,0
174653,0
174654,0
174655,0
174656,0
174657,0
174658,0
174659,0
174660,0
174661,0
174662,0
174663,0
174664,0
174665,0
174666,0
174667,0
174668,0
174669,0
174670,0
174671,0
174672,0
174673,0
174674,0
174675,0
174676,0
174677,0
174678,0
174679,0
174680,0
174681,0
174682,0
174683,0
174684,1
174685,0
174686,0
174687,0
174688,0
174689,0
174690,0
174691,0
174692,0
174693,0
174694,0
174695,1
174696,0
174697,0
174698,0
174699,0
174700,0
174701,0
174702,0
174703,0
174704,0
174705,0
174706,0
174707,0
174708,0
174709,0
174710,0
174711,0
174712,0
174713,0
174714,0
174715,0
174716,1
174717,0
174718,0
174719,0
174720,1
174721,0
174722,1
174723,0
174724,0
174725,0
174726,0
174727,0
174728,1
174729,0
174730,0
174731,1
174732,0
174733,0
174734,0
174735,0
174736,0
174737,0
174738,0
174739,0
174740,0
174741,0
174742,0
174743,0
174744,0
174745,0
174746,0
174747,0
174748,0
174749,0
174750,0
174751,0
174752,0
174753,0
174754,0
174755,0
174756,0
174757,0
174758,0
174759,0
174760,0
174761,0
174762,0
174763,0
174764,1
174765,0
174766,0
174767,0
174768,1
174769,0
174770,0
174771,0
174772,0
174773,0
174774,0
174775,0
174776,0
174777,0
174778,0
174779,0
174780,0
174781,0
174782,0
174783,0
174784,0
174785,0
174786,0
174787,0
174788,0
174789,0
174790,0
174791,0
174792,0
174793,0
174794,0
174795,0
174796,0
174797,0
174798,0
174799,0
174800,0
174801,0
174802,0
174803,0
174804,1
174805,0
174806,0
174807,1
174808,0
174809,0
174810,0
174811,0
174812,0
174813,0
174814,0
174815,0
174816,0
174817,0
174818,0
174819,0
174820,0
174821,0
174822,0
174823,0
174824,0
174825,0
174826,0
174827,0
174828,0
174829,0
174830,0
174831,0
174832,0
174833,0
174834,0
174835,0
174836,0
174837,0
174838,0
174839,0
174840,0
174841,0
174842,0
174843,0
174844,1
174845,0
174846,0
174847,0
174848,0
174849,0
174850,0
174851,0
174852,0
174853,0
174854,0
174855,0
174856,0
174857,0
174858,0
174859,0
174860,0
174861,0
174862,0
174863,0
174864,0
174865,0
174866,0
174867,0
174868,0
174869,0
174870,0
174871,0
174872,0
174873,0
174874,0
174875,0
174876,0
174877,0
174878,0
174879,0
174880,1
174881,0
174882,0
174883,0
174884,0
174885,0
174886,0
174887,0
174888,0
174889,0
174890,0
174891,0
174892,0
174893,0
174894,0
174895,0
174896,0
174897,1
174898,0
174899,1
174900,0
174901,1
174902,0
174903,0
174904,1
174905,0
174906,0
174907,0
174908,0
174909,0
174910,0
174911,0
174912,0
174913,0
174914,0
174915,0
174916,0
174917,0
174918,1
174919,0
174920,0
174921,1
174922,0
174923,0
174924,0
174925,0
174926,0
174927,0
174928,0
174929,0
174930,0
174931,0
174932,0
174933,0
174934,0
174935,0
174936,0
174937,0
174938,0
174939,0
174940,0
174941,1
174942,0
174943,0
174944,0
174945,1
174946,0
174947,0
174948,0
174949,1
174950,0
174951,0
174952,0
174953,0
174954,0
174955,0
174956,0
174957,1
174958,0
174959,0
174960,0
174961,0
174962,0
174963,0
174964,0
174965,0
174966,0
174967,0
174968,0
174969,0
174970,0
174971,0
174972,0
174973,0
174974,0
174975,0
174976,1
174977,0
174978,0
174979,0
174980,0
174981,0
174982,0
174983,0
174984,0
174985,0
174986,0
174987,0
174988,0
174989,0
174990,0
174991,1
174992,0
174993,0
174994,0
174995,0
174996,1
174997,0
174998,0
174999,0
175000,0
175001,0
175002,0
175003,0
175004,0
175005,0
175006,0
175007,1
175008,0
175009,0
175010,0
175011,0
175012,0
175013,0
175014,0
175015,0
175016,0
175017,0
175018,0
175019,0
175020,0
175021,0
175022,0
175023,0
175024,0
175025,0
175026,0
175027,0
175028,1
175029,0
175030,0
175031,0
175032,0
175033,1
175034,0
175035,0
175036,0
175037,0
175038,0
175039,0
175040,0
175041,0
175042,0
175043,0
175044,1
175045,0
175046,0
175047,0
175048,1
175049,0
175050,0
175051,0
175052,0
175053,0
175054,0
175055,0
175056,0
175057,0
175058,0
175059,0
175060,0
175061,0
175062,0
175063,0
175064,0
175065,0
175066,0
175067,0
175068,0
175069,0
175070,0
175071,1
175072,0
175073,0
175074,0
175075,0
175076,0
175077,0
175078,0
175079,0
175080,0
175081,0
175082,0
175083,0
175084,0
175085,0
175086,0
175087,0
175088,0
175089,0
175090,0
175091,0
175092,0
175093,0
175094,0
175095,0
175096,0
175097,0
175098,0
175099,0
175100,0
175101,0
175102,0
175103,0
175104,0
175105,0
175106,1
175107,0
175108,0
175109,0
175110,0
175111,0
175112,0
175113,0
175114,0
175115,0
175116,0
175117,0
175118,0
175119,0
175120,0
175121,0
175122,0
175123,0
175124,0
175125,0
175126,1
175127,0
175128,0
175129,0
175130,0
175131,0
175132,0
175133,0
175134,0
175135,0
175136,0
175137,0
175138,0
175139,0
175140,0
175141,0
175142,0
175143,0
175144,0
175145,0
175146,0
175147,0
175148,0
175149,1
175150,0
175151,0
175152,0
175153,0
175154,1
175155,0
175156,0
175157,0
175158,1
175159,0
175160,0
175161,1
175162,0
175163,0
175164,0
175165,0
175166,0
175167,0
175168,1
175169,0
175170,0
175171,0
175172,0
175173,0
175174,0
175175,0
175176,0
175177,0
175178,0
175179,0
175180,0
175181,0
175182,0
175183,0
175184,0
175185,0
175186,0
175187,0
175188,0
175189,0
175190,1
175191,0
175192,0
175193,1
175194,0
175195,0
175196,0
175197,0
175198,0
175199,0
175200,0
175201,0
175202,0
175203,0
175204,0
175205,0
175206,1
175207,0
175208,0
175209,0
175210,0
175211,0
175212,0
175213,0
175214,0
175215,0
175216,1
175217,0
175218,0
175219,1
175220,0
175221,1
175222,0
175223,0
175224,0
175225,0
175226,0
175227,0
175228,0
175229,1
175230,0
175231,0
175232,0
175233,0
175234,0
175235,0
175236,0
175237,0
175238,1
175239,0
175240,0
175241,0
175242,1
175243,0
175244,0
175245,0
175246,0
175247,0
175248,1
175249,0
175250,0
175251,0
175252,0
175253,0
175254,0
175255,0
175256,0
175257,0
175258,0
175259,0
175260,0
175261,0
175262,0
175263,0
175264,0
175265,0
175266,0
175267,0
175268,1
175269,1
175270,0
175271,1
175272,0
175273,0
175274,0
175275,0
175276,0
175277,0
175278,0
175279,0
175280,0
175281,0
175282,0
175283,0
175284,0
175285,1
175286,0
175287,0
175288,0
175289,0
175290,0
175291,0
175292,0
175293,0
175294,0
175295,0
175296,0
175297,0
175298,0
175299,0
175300,0
175301,1
175302,1
175303,0
175304,0
175305,0
175306,0
175307,0
175308,0
175309,0
175310,0
175311,0
175312,0
175313,0
175314,0
175315,0
175316,1
175317,0
175318,0
175319,0
175320,0
175321,0
175322,0
175323,0
175324,0
175325,0
175326,0
175327,0
175328,0
175329,0
175330,0
175331,0
175332,0
175333,0
175334,0
175335,0
175336,0
175337,0
175338,0
175339,0
175340,0
175341,0
175342,0
175343,1
175344,0
175345,0
175346,0
175347,0
175348,0
175349,0
175350,0
175351,0
175352,0
175353,0
175354,0
175355,0
175356,0
175357,0
175358,1
175359,0
175360,0
175361,0
175362,0
175363,0
175364,0
175365,0
175366,0
175367,0
175368,0
175369,0
175370,0
175371,1
175372,0
175373,0
175374,0
175375,0
175376,0
175377,0
175378,0
175379,0
175380,0
175381,0
175382,0
175383,0
175384,1
175385,0
175386,0
175387,0
175388,0
175389,0
175390,0
175391,0
175392,0
175393,0
175394,0
175395,0
175396,0
175397,0
175398,0
175399,0
175400,0
175401,0
175402,0
175403,1
175404,0
175405,0
175406,0
175407,0
175408,0
175409,0
175410,0
175411,0
175412,0
175413,0
175414,1
175415,1
175416,0
175417,0
175418,0
175419,1
175420,0
175421,0
175422,0
175423,0
175424,0
175425,0
175426,0
175427,0
175428,0
175429,0
175430,0
175431,0
175432,0
175433,0
175434,0
175435,0
175436,0
175437,0
175438,0
175439,0
175440,0
175441,0
175442,0
175443,0
175444,0
175445,0
175446,0
175447,0
175448,0
175449,0
175450,0
175451,0
175452,0
175453,1
175454,0
175455,0
175456,0
175457,0
175458,1
175459,0
175460,0
175461,0
175462,0
175463,1
175464,1
175465,0
175466,1
175467,0
175468,0
175469,0
175470,0
175471,0
175472,0
175473,0
175474,0
175475,0
175476,0
175477,0
175478,0
175479,0
175480,0
175481,0
175482,0
175483,0
175484,0
175485,0
175486,0
175487,0
175488,0
175489,0
175490,0
175491,0
175492,1
175493,0
175494,0
175495,0
175496,0
175497,0
175498,1
175499,0
175500,0
175501,0
175502,0
175503,0
175504,0
175505,0
175506,0
175507,0
175508,0
175509,1
175510,0
175511,0
175512,0
175513,0
175514,1
175515,0
175516,0
175517,0
175518,0
175519,0
175520,0
175521,0
175522,1
175523,0
175524,0
175525,0
175526,0
175527,0
175528,0
175529,0
175530,0
175531,0
175532,0
175533,0
175534,0
175535,0
175536,0
175537,1
175538,0
175539,1
175540,0
175541,0
175542,1
175543,1
175544,0
175545,1
175546,1
175547,0
175548,1
175549,1
175550,1
175551,0
175552,0
175553,0
175554,0
175555,0
175556,0
175557,0
175558,0
175559,0
175560,0
175561,0
175562,0
175563,0
175564,0
175565,0
175566,0
175567,0
175568,0
175569,0
175570,0
175571,0
175572,0
175573,0
175574,0
175575,1
175576,0
175577,0
175578,0
175579,0
175580,0
175581,0
175582,0
175583,0
175584,0
175585,0
175586,1
175587,1
175588,0
175589,0
175590,0
175591,0
175592,0
175593,1
175594,0
175595,0
175596,0
175597,0
175598,0
175599,0
175600,1
175601,0
175602,0
175603,0
175604,1
175605,0
175606,0
175607,0
175608,0
175609,1
175610,0
175611,0
175612,0
175613,1
175614,0
175615,0
175616,0
175617,0
175618,0
175619,0
175620,1
175621,0
175622,0
175623,0
175624,0
175625,0
175626,0
175627,1
175628,0
175629,0
175630,0
175631,0
175632,0
175633,0
175634,0
175635,0
175636,0
175637,0
175638,0
175639,0
175640,0
175641,0
175642,1
175643,0
175644,0
175645,0
175646,0
175647,0
175648,0
175649,1
175650,0
175651,0
175652,0
175653,0
175654,0
175655,0
175656,0
175657,0
175658,1
175659,1
175660,0
175661,0
175662,0
175663,0
175664,1
175665,0
175666,0
175667,0
175668,0
175669,0
175670,0
175671,0
175672,0
175673,0
175674,0
175675,0
175676,1
175677,0
175678,0
175679,0
175680,0
175681,0
175682,0
175683,0
175684,0
175685,0
175686,0
175687,0
175688,0
175689,1
175690,0
175691,1
175692,0
175693,0
175694,0
175695,0
175696,0
175697,0
175698,0
175699,0
175700,0
175701,0
175702,0
175703,0
175704,1
175705,0
175706,0
175707,0
175708,0
175709,0
175710,0
175711,0
175712,0
175713,0
175714,0
175715,0
175716,0
175717,0
175718,0
175719,0
175720,0
175721,0
175722,1
175723,0
175724,0
175725,0
175726,0
175727,0
175728,1
175729,0
175730,0
175731,0
175732,1
175733,0
175734,0
175735,0
175736,0
175737,0
175738,1
175739,0
175740,0
175741,0
175742,0
175743,0
175744,0
175745,0
175746,0
175747,0
175748,1
175749,0
175750,0
175751,0
175752,0
175753,0
175754,0
175755,0
175756,0
175757,0
175758,0
175759,0
175760,0
175761,0
175762,0
175763,0
175764,0
175765,0
175766,0
175767,0
175768,0
175769,0
175770,0
175771,0
175772,0
175773,0
175774,0
175775,0
175776,0
175777,0
175778,0
175779,0
175780,0
175781,1
175782,1
175783,1
175784,0
175785,0
175786,1
175787,0
175788,0
175789,0
175790,0
175791,0
175792,0
175793,0
175794,0
175795,0
175796,0
175797,0
175798,0
175799,0
175800,1
175801,0
175802,0
175803,0
175804,0
175805,0
175806,0
175807,0
175808,0
175809,0
175810,0
175811,0
175812,0
175813,0
175814,0
175815,0
175816,0
175817,0
175818,0
175819,0
175820,1
175821,0
175822,0
175823,0
175824,0
175825,0
175826,0
175827,0
175828,0
175829,0
175830,0
175831,1
175832,0
175833,0
175834,0
175835,0
175836,0
175837,0
175838,1
175839,0
175840,0
175841,0
175842,0
175843,0
175844,0
175845,0
175846,0
175847,0
175848,1
175849,1
175850,0
175851,0
175852,0
175853,0
175854,0
175855,0
175856,0
175857,1
175858,0
175859,0
175860,0
175861,0
175862,0
175863,0
175864,0
175865,0
175866,0
175867,0
175868,0
175869,0
175870,0
175871,0
175872,0
175873,0
175874,0
175875,0
175876,0
175877,0
175878,0
175879,0
175880,0
175881,0
175882,0
175883,1
175884,0
175885,0
175886,0
175887,0
175888,0
175889,1
175890,0
175891,0
175892,0
175893,0
175894,0
175895,0
175896,0
175897,1
175898,0
175899,0
175900,0
175901,0
175902,0
175903,0
175904,0
175905,0
175906,0
175907,0
175908,1
175909,0
175910,1
175911,0
175912,0
175913,1
175914,0
175915,0
175916,0
175917,0
175918,0
175919,0
175920,0
175921,0
175922,0
175923,0
175924,0
175925,0
175926,0
175927,0
175928,0
175929,0
175930,0
175931,0
175932,0
175933,0
175934,0
175935,0
175936,0
175937,0
175938,0
175939,0
175940,0
175941,0
175942,1
175943,0
175944,0
175945,0
175946,0
175947,0
175948,0
175949,0
175950,0
175951,0
175952,0
175953,0
175954,0
175955,0
175956,0
175957,0
175958,0
175959,0
175960,0
175961,0
175962,0
175963,0
175964,0
175965,0
175966,1
175967,0
175968,0
175969,0
175970,0
175971,0
175972,0
175973,0
175974,0
175975,0
175976,0
175977,0
175978,0
175979,0
175980,0
175981,0
175982,0
175983,0
175984,0
175985,0
175986,0
175987,0
175988,0
175989,0
175990,0
175991,0
175992,0
175993,0
175994,0
175995,0
175996,0
175997,0
175998,0
175999,0
176000,0
176001,0
176002,0
176003,0
176004,0
176005,1
176006,1
176007,0
176008,0
176009,0
176010,0
176011,0
176012,0
176013,0
176014,0
176015,0
176016,0
176017,0
176018,0
176019,1
176020,0
176021,0
176022,0
176023,0
176024,0
176025,1
176026,0
176027,0
176028,1
176029,0
176030,0
176031,1
176032,0
176033,0
176034,0
176035,1
176036,0
176037,0
176038,0
176039,0
176040,1
176041,0
176042,0
176043,0
176044,0
176045,0
176046,1
176047,0
176048,0
176049,0
176050,0
176051,0
176052,0
176053,0
176054,0
176055,0
176056,0
176057,0
176058,0
176059,0
176060,0
176061,0
176062,0
176063,0
176064,0
176065,0
176066,0
176067,0
176068,0
176069,0
176070,0
176071,0
176072,0
176073,1
176074,0
176075,0
176076,1
176077,0
176078,0
176079,0
176080,0
176081,0
176082,0
176083,0
176084,0
176085,0
176086,0
176087,0
176088,0
176089,0
176090,0
176091,0
176092,0
176093,0
176094,0
176095,0
176096,0
176097,0
176098,0
176099,0
176100,0
176101,0
176102,0
176103,1
176104,0
176105,0
176106,0
176107,0
176108,0
176109,0
176110,0
176111,0
176112,0
176113,0
176114,0
176115,0
176116,0
176117,0
176118,0
176119,1
176120,0
176121,0
176122,0
176123,0
176124,0
176125,0
176126,0
176127,0
176128,0
176129,0
176130,0
176131,0
176132,0
176133,0
176134,0
176135,0
176136,0
176137,0
176138,0
176139,0
176140,0
176141,0
176142,0
176143,1
176144,0
176145,0
176146,0
176147,0
176148,1
176149,0
176150,0
176151,0
176152,1
176153,0
176154,0
176155,0
176156,0
176157,0
176158,0
176159,1
176160,0
176161,0
176162,0
176163,1
176164,0
176165,0
176166,0
176167,0
176168,0
176169,0
176170,0
176171,0
176172,0
176173,0
176174,0
176175,0
176176,0
176177,0
176178,0
176179,0
176180,0
176181,0
176182,0
176183,0
176184,0
176185,0
176186,0
176187,0
176188,0
176189,0
176190,1
176191,0
176192,0
176193,0
176194,0
176195,0
176196,1
176197,0
176198,0
176199,0
176200,0
176201,0
176202,1
176203,0
176204,0
176205,1
176206,0
176207,0
176208,0
176209,0
176210,0
176211,0
176212,0
176213,0
176214,0
176215,0
176216,0
176217,0
176218,0
176219,0
176220,0
176221,0
176222,0
176223,0
176224,0
176225,0
176226,0
176227,0
176228,0
176229,0
176230,0
176231,0
176232,0
176233,0
176234,0
176235,0
176236,0
176237,0
176238,0
176239,0
176240,0
176241,0
176242,0
176243,0
176244,0
176245,0
176246,0
176247,1
176248,0
176249,0
176250,0
176251,0
176252,0
176253,0
176254,0
176255,0
176256,0
176257,1
176258,0
176259,0
176260,0
176261,1
176262,0
176263,0
176264,0
176265,0
176266,0
176267,0
176268,0
176269,0
176270,0
176271,0
176272,0
176273,1
176274,0
176275,0
176276,0
176277,0
176278,0
176279,0
176280,0
176281,0
176282,0
176283,0
176284,0
176285,0
176286,0
176287,0
176288,0
176289,0
176290,0
176291,0
176292,0
176293,0
176294,0
176295,0
176296,0
176297,0
176298,0
176299,0
176300,0
176301,0
176302,0
176303,0
176304,0
176305,1
176306,0
176307,0
176308,0
176309,0
176310,0
176311,0
176312,0
176313,0
176314,0
176315,0
176316,1
176317,0
176318,0
176319,0
176320,0
176321,0
176322,0
176323,0
176324,0
176325,0
176326,0
176327,0
176328,0
176329,0
176330,0
176331,0
176332,0
176333,1
176334,0
176335,0
176336,1
176337,0
176338,0
176339,0
176340,0
176341,0
176342,0
176343,0
176344,0
176345,0
176346,0
176347,1
176348,0
176349,0
176350,0
176351,0
176352,0
176353,1
176354,0
176355,0
176356,0
